height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
14,314,4396,22.429000000000002,0.379,0.721,4.66,1664,3168,357,P
10,21,210,2.1,0.457,0.9329999999999999,2.91,96,196,33,P
6,10,60,1.6669999999999998,0.4,0.9670000000000001,1.5,24,58,16,P
7,23,161,3.286,0.373,0.851,1.71,60,137,35,P
13,350,4550,26.923000000000002,0.381,0.589,4.49,1732,2682,386,P
9,15,135,1.6669999999999998,0.244,0.83,1.57,33,112,21,P
7,11,77,1.571,0.377,0.9740000000000001,1.61,29,75,18,P
7,7,49,1.0,0.34700000000000003,0.9390000000000001,1.89,17,46,9,P
9,97,873,10.777999999999999,0.32799999999999996,0.9209999999999999,1.77,286,804,162,P
9,40,360,4.444,0.386,0.889,2.44,139,320,57,P
7,5,35,0.7140000000000001,0.429,0.8859999999999999,2.5,15,31,6,P
5,7,35,1.4,0.429,0.971,1.36,15,34,11,P
7,41,287,5.857,0.42200000000000004,1.0,1.73,121,287,70,P
11,86,946,7.818,0.289,0.701,1.98,273,663,138,P
7,35,245,5.0,0.33899999999999997,0.833,1.93,83,204,43,P
7,17,119,2.4290000000000003,0.26899999999999996,0.899,1.52,32,107,21,P
9,107,963,11.889000000000001,0.217,0.8420000000000001,1.34,209,811,156,P
9,121,1089,13.444,0.35600000000000004,0.8170000000000001,2.2,388,890,176,P
7,6,42,0.857,0.35700000000000004,1.0,1.67,15,42,9,P
9,19,171,2.1109999999999998,0.251,0.977,1.34,43,167,32,P
7,75,525,10.714,0.263,0.71,1.52,138,373,91,P
7,65,455,9.286,0.40700000000000003,0.895,2.18,185,407,85,P
11,67,737,6.091,0.331,0.8440000000000001,2.28,244,622,107,P
11,8,88,0.727,0.375,0.602,4.13,33,53,8,P
9,45,405,5.0,0.259,0.805,1.4,105,326,75,P
8,8,64,1.0,0.516,1.0,2.36,33,64,14,P
6,26,156,4.333,0.28800000000000003,0.872,1.29,45,136,35,P
6,89,534,14.833,0.40299999999999997,0.82,2.03,215,438,106,P
8,43,344,5.375,0.212,0.721,1.4,73,248,52,P
4,253,1012,63.25,0.129,0.66,1.41,131,668,93,P
7,38,266,5.428999999999999,0.226,0.639,1.4,60,170,43,P
8,272,2176,34.0,0.18600000000000003,0.539,1.35,404,1172,299,P
63,79,4977,1.254,0.33799999999999997,0.345,186.78,1681,1718,9,N
7,27,189,3.8569999999999998,0.402,0.746,1.81,76,141,42,P
6,7,42,1.167,0.262,0.7859999999999999,1.83,11,33,6,P
8,32,256,4.0,0.336,0.789,2.46,86,202,35,P
37,1,37,0.027000000000000003,1.0,1.0,37.0,37,37,1,N
16,439,7024,27.438000000000002,0.384,0.7240000000000001,5.09,2696,5084,530,P
5,99,495,19.8,0.303,0.7390000000000001,1.92,150,366,78,P
8,19,152,2.375,0.395,0.7040000000000001,1.94,60,107,31,P
5,13,65,2.6,0.154,0.662,10.0,10,43,1,P
8,13,104,1.625,0.625,0.8170000000000001,5.91,65,85,11,P
1,106,106,106.0,0.858,1.0,15.17,91,106,6,N
10,58,580,5.8,0.402,0.893,2.81,233,518,83,P
10,124,1240,12.4,0.473,0.8140000000000001,3.43,587,1009,171,P
9,39,351,4.333,0.293,0.937,2.06,103,329,50,P
7,13,91,1.857,0.396,1.0,1.33,36,91,27,P
8,70,560,8.75,0.46399999999999997,0.988,2.36,260,553,110,P
24,471,11304,19.625,0.474,0.9209999999999999,7.9,5363,10409,679,P
1,186,186,186.0,0.828,1.0,9.06,154,186,17,N
7,20,140,2.8569999999999998,0.336,0.7070000000000001,2.24,47,99,21,P
1,70,70,70.0,0.2,1.0,1.08,14,70,13,P
11,21,231,1.909,0.41100000000000003,0.68,3.96,95,157,24,P
9,534,4806,59.333,0.14,0.518,1.32,671,2491,507,P
7,14,98,2.0,0.337,0.99,1.65,33,97,20,P
1,14,14,14.0,0.643,1.0,4.5,9,14,2,N
11,29,319,2.636,0.408,0.765,3.1,130,244,42,P
11,49,539,4.455,0.34299999999999997,0.6659999999999999,4.3,185,359,43,P
9,49,441,5.444,0.5870000000000001,0.961,3.12,259,424,83,P
10,59,590,5.9,0.26899999999999996,0.69,1.81,159,407,88,P
1,44,44,44.0,0.25,1.0,2.2,11,44,5,N
1,124,124,124.0,0.444,1.0,7.86,55,124,7,N
12,20,240,1.6669999999999998,0.546,0.838,8.19,131,201,16,P
3,3,9,1.0,0.889,0.889,8.0,8,8,1,P
10,23,230,2.3,0.348,0.8909999999999999,2.22,80,205,36,P
6,5,30,0.833,0.36700000000000005,0.867,2.75,11,26,4,P
8,24,192,3.0,0.32799999999999996,0.625,1.75,63,120,36,P
7,189,1323,27.0,0.33899999999999997,0.7040000000000001,1.89,449,932,237,P
11,61,671,5.545,0.294,0.735,2.21,197,493,89,P
1,99,99,99.0,0.192,1.0,1.06,19,99,18,P
9,45,405,5.0,0.425,0.938,2.77,172,380,62,P
7,25,175,3.571,0.349,0.737,2.26,61,129,27,P
6,9,54,1.5,0.14800000000000002,0.29600000000000004,4.0,8,16,2,N
6,33,198,5.5,0.303,0.8740000000000001,1.46,60,173,41,P
10,7,70,0.7,0.429,0.429,30.0,30,30,1,P
71,34,2414,0.479,0.094,0.273,1.91,227,659,119,P
3,14,42,4.667,0.381,0.8809999999999999,3.2,16,37,5,P
8,12,96,1.5,0.521,0.958,2.5,50,92,20,P
8,9,72,1.125,0.45799999999999996,0.986,2.2,33,71,15,P
8,98,784,12.25,0.282,0.8640000000000001,1.42,221,677,156,P
8,9,72,1.125,0.45799999999999996,1.0,3.0,33,72,11,P
13,409,5317,31.462,0.312,0.602,3.03,1657,3200,547,P
11,57,627,5.182,0.295,0.7190000000000001,2.47,185,451,75,P
6,96,576,16.0,0.262,0.8420000000000001,1.51,151,485,100,P
6,16,96,2.667,0.198,0.76,2.38,19,73,8,P
11,96,1056,8.727,0.27699999999999997,0.68,1.83,292,718,160,P
4,28,112,7.0,0.455,1.0,1.27,51,112,40,P
7,158,1106,22.570999999999998,0.21100000000000002,0.552,1.6,233,610,146,P
12,71,852,5.917000000000001,0.608,0.863,6.4,518,735,81,P
8,7,56,0.875,0.429,1.0,2.18,24,56,11,P
10,37,370,3.7,0.33,0.897,2.0,122,332,61,P
10,19,190,1.9,0.568,0.774,9.82,108,147,11,P
8,46,368,5.75,0.315,0.938,1.78,116,345,65,P
8,107,856,13.375,0.381,0.77,2.4,326,659,136,P
1,45,45,45.0,0.7559999999999999,1.0,5.67,34,45,6,N
9,122,1098,13.556,0.33899999999999997,0.9470000000000001,2.57,372,1040,145,P
7,31,217,4.428999999999999,0.267,0.7140000000000001,2.15,58,155,27,P
5,3,15,0.6,0.5329999999999999,1.0,2.67,8,15,3,P
10,323,3230,32.3,0.198,0.6759999999999999,1.38,641,2183,465,P
11,190,2090,17.273,0.239,0.457,2.11,500,955,237,P
11,84,924,7.636,0.29100000000000004,0.843,1.74,269,779,155,P
3,9,27,3.0,0.29600000000000004,0.667,2.0,8,18,4,P
8,16,128,2.0,0.406,0.93,1.68,52,119,31,P
14,284,3976,20.285999999999998,0.23600000000000002,0.698,2.24,938,2777,419,P
7,105,735,15.0,0.256,0.705,1.69,188,518,111,P
10,18,180,1.8,0.522,0.6940000000000001,9.4,94,125,10,P
8,23,184,2.875,0.255,1.0,2.14,47,184,22,P
9,46,414,5.111000000000001,0.242,0.575,1.43,100,238,70,P
30,60,1800,2.0,0.154,0.457,1.85,278,823,150,N
9,21,189,2.333,0.20600000000000002,0.778,1.22,39,147,32,P
14,203,2842,14.5,0.36200000000000004,0.67,4.36,1028,1904,236,P
1,63,63,63.0,0.9520000000000001,1.0,20.0,60,63,3,N
65,50,3250,0.769,0.45399999999999996,0.48700000000000004,245.83,1475,1582,6,N
9,56,504,6.222,0.21,0.603,1.26,106,304,84,P
10,251,2510,25.1,0.281,0.708,1.77,705,1776,398,P
5,94,470,18.8,0.313,0.7509999999999999,1.91,147,353,77,P
14,399,5586,28.5,0.38299999999999995,0.593,5.04,2142,3315,425,P
5,13,65,2.6,0.5539999999999999,0.8,3.0,36,52,12,P
87,116,10092,1.3330000000000002,0.406,0.41600000000000004,104.95,4093,4194,39,P
2,538,1076,269.0,0.519,0.684,34.88,558,736,16,N
7,14,98,2.0,0.337,0.898,1.94,33,88,17,P
8,62,496,7.75,0.214,0.645,1.43,106,320,74,P
7,45,315,6.428999999999999,0.254,0.708,1.29,80,223,62,P
10,508,5080,50.8,0.131,0.51,1.27,667,2593,527,P
9,49,441,5.444,0.306,0.773,1.82,135,341,74,P
8,65,520,8.125,0.26899999999999996,0.725,1.4,140,377,100,P
9,44,396,4.888999999999999,0.24,0.775,1.42,95,307,67,P
10,18,180,1.8,0.311,0.706,1.93,56,127,29,P
12,307,3684,25.583000000000002,0.29,0.7709999999999999,2.41,1068,2842,444,P
5,4,20,0.8,0.45,0.75,2.25,9,15,4,P
11,29,319,2.636,0.298,0.752,2.21,95,240,43,P
7,8,56,1.143,0.41100000000000003,0.7140000000000001,2.3,23,40,10,P
7,135,945,19.285999999999998,0.20199999999999999,0.732,1.43,191,692,134,P
10,177,1770,17.7,0.26,0.693,1.77,461,1226,261,P
9,127,1143,14.110999999999999,0.174,0.718,1.28,199,821,155,P
6,24,144,4.0,0.257,0.7709999999999999,1.42,37,111,26,P
14,402,5628,28.714000000000002,0.39899999999999997,0.631,4.75,2248,3554,473,P
8,30,240,3.75,0.363,0.85,2.29,87,204,38,P
13,440,5720,33.846,0.255,0.696,2.18,1459,3983,669,P
10,317,3170,31.7,0.124,0.484,1.32,392,1535,298,P
7,16,112,2.286,0.43799999999999994,0.857,2.04,49,96,24,P
7,8,56,1.143,0.25,0.768,1.56,14,43,9,P
8,241,1928,30.125,0.11900000000000001,0.498,1.26,230,960,182,P
9,138,1242,15.333,0.271,0.609,1.87,336,756,180,P
8,69,552,8.625,0.159,0.772,1.29,88,426,68,P
13,116,1508,8.923,0.292,0.703,2.49,441,1060,177,P
11,85,935,7.727,0.25,0.664,1.73,234,621,135,P
10,30,300,3.0,0.307,0.94,1.96,92,282,47,P
7,8,56,1.143,0.321,0.7859999999999999,1.38,18,44,13,P
9,52,468,5.778,0.359,0.8270000000000001,2.4,168,387,70,P
8,126,1008,15.75,0.209,0.573,1.45,211,578,146,P
8,193,1544,24.125,0.4,0.8290000000000001,2.51,617,1280,246,P
10,25,250,2.5,0.332,0.772,1.89,83,193,44,P
9,295,2655,32.778,0.2,0.5589999999999999,1.5,531,1483,354,P
8,82,656,10.25,0.418,0.753,2.51,274,494,109,P
25,471,11775,18.84,0.449,0.8859999999999999,7.8,5290,10437,678,P
11,271,2981,24.636,0.168,0.598,1.35,502,1784,371,P
9,79,711,8.777999999999999,0.34299999999999997,0.899,2.2,244,639,111,P
12,272,3264,22.666999999999998,0.32899999999999996,0.75,2.74,1075,2448,393,P
9,23,207,2.556,0.386,0.894,2.42,80,185,33,P
14,440,6160,31.429000000000002,0.158,0.626,1.54,975,3857,632,P
7,45,315,6.428999999999999,0.381,0.7709999999999999,2.22,120,243,54,P
8,15,120,1.875,0.375,0.85,1.88,45,102,24,P
1,65,65,65.0,0.2,1.0,1.08,13,65,12,P
11,433,4763,39.364000000000004,0.449,0.706,4.65,2137,3365,460,P
10,268,2680,26.8,0.395,0.59,5.88,1058,1581,180,P
8,5,40,0.625,0.325,0.9,6.5,13,36,2,P
9,25,225,2.778,0.37799999999999995,0.938,2.13,85,211,40,P
12,28,336,2.333,0.265,0.5920000000000001,3.07,89,199,29,P
4,5,20,1.25,0.35,0.8,2.33,7,16,3,N
9,363,3267,40.333,0.128,0.532,1.28,417,1738,326,P
6,8,48,1.3330000000000002,0.313,0.875,1.07,15,42,14,P
9,102,918,11.333,0.183,0.804,1.27,168,738,132,P
6,20,120,3.333,0.33299999999999996,0.9420000000000001,1.21,40,113,33,P
10,83,830,8.3,0.35700000000000004,0.813,2.28,296,675,130,P
9,164,1476,18.222,0.18899999999999997,0.65,1.26,279,959,221,P
28,330,9240,11.786,0.057,0.066,31.0,527,614,17,N
8,71,568,8.875,0.40700000000000003,0.903,2.06,231,513,112,P
4,95,380,23.75,0.311,0.9790000000000001,1.51,118,372,78,P
6,7,42,1.167,0.262,0.929,1.38,11,39,8,P
9,194,1746,21.555999999999997,0.16899999999999998,0.597,1.37,295,1043,215,P
12,72,864,6.0,0.615,0.862,6.4,531,745,83,P
7,20,140,2.8569999999999998,0.257,0.75,1.33,36,105,27,P
9,80,720,8.889,0.33299999999999996,0.914,2.09,240,658,115,P
20,18,360,0.9,0.489,0.583,19.56,176,210,9,P
8,19,152,2.375,0.428,0.961,1.76,65,146,37,P
7,29,203,4.143,0.281,0.7829999999999999,1.33,57,159,43,P
7,92,644,13.142999999999999,0.309,0.8959999999999999,1.88,199,577,106,P
11,43,473,3.909,0.336,0.753,2.74,159,356,58,P
10,39,390,3.9,0.285,0.546,1.91,111,213,58,P
7,158,1106,22.570999999999998,0.239,0.9520000000000001,1.33,264,1053,198,P
7,11,77,1.571,0.455,0.9740000000000001,1.75,35,75,20,P
10,26,260,2.6,0.3,0.9540000000000001,1.59,78,248,49,P
10,9,90,0.9,0.3,0.778,2.25,27,70,12,P
1,28,28,28.0,0.9640000000000001,1.0,27.0,27,28,1,N
7,14,98,2.0,0.327,0.9390000000000001,1.88,32,92,17,P
7,54,378,7.7139999999999995,0.28600000000000003,0.878,1.4,108,332,77,P
10,35,350,3.5,0.38,0.8290000000000001,2.02,133,290,66,P
15,31,465,2.0669999999999997,0.204,0.465,3.96,95,216,24,P
5,21,105,4.2,0.295,0.733,1.48,31,77,21,P
6,45,270,7.5,0.456,0.9670000000000001,1.64,123,261,75,P
4,20,80,5.0,0.38799999999999996,0.925,1.41,31,74,22,P
7,11,77,1.571,0.299,0.779,1.64,23,60,14,P
9,177,1593,19.667,0.196,0.75,1.38,313,1195,227,P
7,48,336,6.857,0.292,0.804,1.53,98,270,64,P
10,61,610,6.1,0.29,0.657,2.16,177,401,82,P
8,40,320,5.0,0.363,0.8059999999999999,1.68,116,258,69,P
17,34,578,2.0,0.12300000000000001,0.156,17.75,71,90,4,P
7,19,133,2.714,0.28600000000000003,0.669,1.36,38,89,28,P
10,8,80,0.8,0.5,1.0,5.0,40,80,8,P
1,7,7,7.0,1.0,1.0,7.0,7,7,1,N
10,268,2680,26.8,0.494,0.754,6.02,1325,2022,220,P
5,6,30,1.2,0.4,0.867,2.0,12,26,6,P
6,96,576,16.0,0.302,0.795,2.2,174,458,79,P
8,75,600,9.375,0.415,0.91,2.37,249,546,105,P
5,4,20,0.8,0.45,0.65,4.5,9,13,2,N
10,78,780,7.8,0.255,0.7509999999999999,1.76,199,586,113,P
7,21,147,3.0,0.38799999999999996,0.912,1.84,57,134,31,P
11,7,77,0.636,0.597,1.0,5.75,46,77,8,P
28,32,896,1.143,0.48100000000000004,0.742,7.43,431,665,58,N
11,22,242,2.0,0.632,0.8640000000000001,8.05,153,209,19,P
2,415,830,207.5,0.505,0.578,16.76,419,480,25,N
11,22,242,2.0,0.649,0.847,8.72,157,205,18,P
9,82,738,9.111,0.38299999999999995,0.6409999999999999,2.62,283,473,108,P
8,14,112,1.75,0.42,0.7859999999999999,1.88,47,88,25,P
9,42,378,4.667,0.37799999999999995,0.841,2.65,143,318,54,P
47,1,47,0.021,1.0,1.0,47.0,47,47,1,N
8,3,24,0.375,0.41700000000000004,0.41700000000000004,10.0,10,10,1,P
9,44,396,4.888999999999999,0.258,0.604,1.38,102,239,74,P
24,281,6744,11.708,0.46799999999999997,0.903,7.95,3155,6088,397,P
11,74,814,6.727,0.247,0.695,1.97,201,566,102,P
8,180,1440,22.5,0.19899999999999998,0.7240000000000001,1.31,286,1043,219,P
9,92,828,10.222000000000001,0.292,0.843,2.05,242,698,118,P
11,29,319,2.636,0.32,0.618,2.22,102,197,46,P
9,55,495,6.111000000000001,0.251,0.8079999999999999,1.43,124,400,87,P
13,38,494,2.923,0.324,0.935,3.81,160,462,42,P
10,269,2690,26.9,0.306,0.496,5.15,824,1335,160,P
10,11,110,1.1,0.491,0.845,4.5,54,93,12,P
10,59,590,5.9,0.251,0.763,1.7,148,450,87,P
22,71,1562,3.227,0.519,0.843,11.25,810,1317,72,P
8,18,144,2.25,0.40299999999999997,0.9309999999999999,1.81,58,134,32,P
6,50,300,8.333,0.327,0.687,2.0,98,206,49,P
8,132,1056,16.5,0.36,0.9209999999999999,2.1,380,973,181,P
8,19,152,2.375,0.38799999999999996,0.664,2.19,59,101,27,P
9,45,405,5.0,0.447,0.8959999999999999,3.23,181,363,56,P
1,61,61,61.0,1.0,1.0,61.0,61,61,1,N
3,132,396,44.0,0.505,0.5579999999999999,20.0,200,221,10,N
8,12,96,1.5,0.45799999999999996,0.865,2.1,44,83,21,P
1,69,69,69.0,0.667,1.0,4.18,46,69,11,N
7,24,168,3.429,0.268,0.708,1.61,45,119,28,P
9,369,3321,41.0,0.32899999999999996,0.639,2.67,1094,2122,409,P
9,54,486,6.0,0.292,0.9570000000000001,1.48,142,465,96,P
8,508,4064,63.5,0.092,0.39299999999999996,1.28,372,1599,290,P
8,31,248,3.875,0.371,0.782,2.0,92,194,46,P
10,330,3300,33.0,0.225,0.7709999999999999,1.44,744,2545,518,P
32,350,11200,10.937999999999999,0.142,0.402,3.96,1588,4497,401,N
8,9,72,1.125,0.389,0.708,2.33,28,51,12,P
1,52,52,52.0,0.9620000000000001,1.0,25.0,50,52,2,N
7,46,322,6.571000000000001,0.304,0.963,2.58,98,310,38,P
4,11,44,2.75,0.43200000000000005,1.0,1.36,19,44,14,P
6,50,300,8.333,0.213,0.5770000000000001,1.31,64,173,49,P
9,332,2988,36.889,0.159,0.7120000000000001,1.21,476,2128,393,P
174,471,81954,2.707,0.33899999999999997,0.433,15.84,27820,35499,1756,N
8,14,112,1.75,0.402,1.0,1.55,45,112,29,P
10,85,850,8.5,0.33299999999999996,0.696,2.28,283,592,124,P
10,23,230,2.3,0.27,0.648,2.0,62,149,31,P
8,68,544,8.5,0.336,0.868,1.91,183,472,96,P
7,13,91,1.857,0.7909999999999999,0.978,6.0,72,89,12,P
9,17,153,1.889,0.33299999999999996,0.895,2.13,51,137,24,P
5,8,40,1.6,0.675,0.975,3.0,27,39,9,P
1,277,277,277.0,0.993,1.0,137.5,275,277,2,N
9,76,684,8.443999999999999,0.35200000000000004,0.813,2.27,241,556,106,P
5,5,25,1.0,0.72,0.72,18.0,18,18,1,P
7,15,105,2.1430000000000002,0.4,0.924,1.5,42,97,28,P
6,15,90,2.5,0.467,0.711,3.23,42,64,13,P
9,34,306,3.778,0.379,0.961,1.71,116,294,68,P
24,309,7416,12.875,0.9209999999999999,0.9840000000000001,17.51,6828,7295,390,P
9,19,171,2.1109999999999998,0.26899999999999996,0.643,1.35,46,110,34,P
9,102,918,11.333,0.386,0.895,2.77,354,822,128,P
9,22,198,2.444,0.268,0.596,3.31,53,118,16,P
3,541,1623,180.33,0.71,0.747,88.62,1152,1213,13,N
9,99,891,11.0,0.484,0.951,2.52,431,847,171,P
7,47,329,6.7139999999999995,0.38,0.757,2.31,125,249,54,P
9,99,891,11.0,0.27,0.818,1.93,241,729,125,P
9,151,1359,16.778,0.257,0.941,1.48,349,1279,236,P
6,17,102,2.833,0.451,0.745,2.56,46,76,18,P
7,85,595,12.142999999999999,0.192,0.8690000000000001,1.3,114,517,88,P
6,7,42,1.167,0.405,0.8809999999999999,4.25,17,37,4,P
13,5,65,0.385,0.12300000000000001,0.5379999999999999,8.0,8,35,1,N
7,17,119,2.4290000000000003,0.32799999999999996,0.731,1.44,39,87,27,P
19,12,228,0.632,0.303,0.439,7.67,69,100,9,P
9,114,1026,12.667,0.272,0.741,1.86,279,760,150,P
8,13,104,1.625,0.49,0.9129999999999999,2.68,51,95,19,P
10,93,930,9.3,0.20600000000000002,0.794,1.48,192,738,130,P
8,30,240,3.75,0.225,0.6709999999999999,1.23,54,161,44,P
10,49,490,4.9,0.196,0.7509999999999999,1.26,96,368,76,P
1,8,8,8.0,1.0,1.0,8.0,8,8,1,N
11,34,374,3.091,0.364,0.642,2.78,136,240,49,P
6,101,606,16.833,0.39299999999999996,0.752,1.98,238,456,120,P
6,45,270,7.5,0.42200000000000004,0.8809999999999999,1.73,114,238,66,P
8,10,80,1.25,0.45,0.988,1.71,36,79,21,P
12,497,5964,41.417,0.297,0.733,2.25,1773,4374,789,P
1,257,257,257.0,1.0,1.0,257.0,257,257,1,N
14,422,5908,30.143,0.18,0.58,1.7,1062,3426,624,P
7,24,168,3.429,0.28,0.607,1.38,47,102,34,P
7,11,77,1.571,0.14300000000000002,0.5579999999999999,1.57,11,43,7,P
8,25,200,3.125,0.37,0.73,2.06,74,146,36,P
10,30,300,3.0,0.35700000000000004,0.87,2.14,107,261,50,P
8,34,272,4.25,0.35700000000000004,0.75,1.87,97,204,52,P
7,40,280,5.7139999999999995,0.22899999999999998,0.6859999999999999,1.28,64,192,50,P
9,274,2466,30.444000000000003,0.158,0.58,1.31,390,1431,298,P
9,508,4572,56.443999999999996,0.188,0.597,1.49,861,2731,579,P
2,536,1072,268.0,0.505,0.512,180.33,541,549,3,N
9,81,729,9.0,0.332,0.9740000000000001,2.09,242,710,116,P
7,243,1701,34.714,0.198,0.48,1.48,336,817,227,P
3,3,9,1.0,0.889,1.0,8.0,8,9,1,P
9,535,4815,59.443999999999996,0.165,0.636,1.38,793,3063,573,P
9,95,855,10.556,0.284,0.8490000000000001,1.91,243,726,127,P
8,7,56,0.875,0.48200000000000004,0.946,2.45,27,53,11,P
9,24,216,2.667,0.35200000000000004,0.722,2.17,76,156,35,P
9,89,801,9.889,0.3,0.5589999999999999,2.18,240,448,110,P
7,26,182,3.714,0.34600000000000003,0.725,1.5,63,132,42,P
11,146,1606,13.273,0.23800000000000002,0.58,1.83,383,932,209,P
12,13,156,1.083,0.37200000000000005,0.981,2.32,58,153,25,P
9,217,1953,24.111,0.168,0.6859999999999999,1.4,329,1339,235,P
1,33,33,33.0,1.0,1.0,33.0,33,33,1,N
6,18,108,3.0,0.444,0.991,1.71,48,107,28,P
4,12,48,3.0,0.146,1.0,1.0,7,48,7,P
7,13,91,1.857,0.154,0.484,2.0,14,44,7,N
4,5,20,1.25,0.35,0.8,2.33,7,16,3,N
9,8,72,0.889,0.6809999999999999,0.764,12.25,49,55,4,P
8,24,192,3.0,0.297,0.9740000000000001,1.43,57,187,40,P
6,68,408,11.333,0.172,0.9309999999999999,1.25,70,380,56,P
7,346,2422,49.428999999999995,0.159,0.7490000000000001,1.17,386,1813,329,P
4,10,40,2.5,0.3,0.65,3.0,12,26,4,P
9,172,1548,19.111,0.16699999999999998,0.6779999999999999,1.28,258,1050,202,P
9,76,684,8.443999999999999,0.358,0.795,2.19,245,544,112,P
10,11,110,1.1,0.373,1.0,1.58,41,110,26,P
7,123,861,17.570999999999998,0.139,0.674,1.26,120,580,95,P
28,82,2296,2.929,0.271,0.39,8.9,623,895,70,P
9,132,1188,14.667,0.18899999999999997,0.588,1.54,225,698,146,P
10,20,200,2.0,0.375,0.855,2.27,75,171,33,P
9,264,2376,29.333000000000002,0.19699999999999998,0.6559999999999999,1.34,468,1558,349,P
6,11,66,1.8330000000000002,0.379,0.818,1.67,25,54,15,P
13,337,4381,25.923000000000002,0.185,0.7509999999999999,1.58,811,3291,514,P
8,4,32,0.5,0.375,1.0,2.4,12,32,5,P
16,243,3888,15.187999999999999,0.39399999999999996,0.7090000000000001,5.5,1530,2756,278,P
9,127,1143,14.110999999999999,0.213,0.679,1.58,243,776,154,P
12,23,276,1.9169999999999998,0.41700000000000004,0.623,8.21,115,172,14,P
8,12,96,1.5,0.45799999999999996,0.938,2.59,44,90,17,P
10,54,540,5.4,0.319,0.8240000000000001,1.83,172,445,94,P
42,1,42,0.024,1.0,1.0,42.0,42,42,1,N
4,17,68,4.25,0.309,0.5589999999999999,3.5,21,38,6,P
7,151,1057,21.570999999999998,0.077,0.434,1.33,81,459,61,P
7,17,119,2.4290000000000003,0.555,0.9329999999999999,2.64,66,111,25,P
8,101,808,12.625,0.29,0.978,1.71,234,790,137,P
13,130,1690,10.0,0.392,0.6970000000000001,4.77,663,1178,139,P
7,9,63,1.286,0.381,0.9520000000000001,1.85,24,60,13,P
9,20,180,2.222,0.322,0.7170000000000001,2.15,58,129,27,P
10,50,500,5.0,0.268,0.764,1.94,134,382,69,P
5,7,35,1.4,0.5429999999999999,1.0,2.11,19,35,9,P
9,1,9,0.111,1.0,1.0,9.0,9,9,1,N
9,535,4815,59.443999999999996,0.136,0.498,1.39,655,2399,470,P
10,325,3250,32.5,0.215,0.6920000000000001,1.51,700,2248,463,P
153,158,24174,1.033,0.5870000000000001,0.6409999999999999,46.95,14180,15491,302,N
8,33,264,4.125,0.39,0.973,1.72,103,257,60,P
5,15,75,3.0,0.4,0.9470000000000001,1.67,30,71,18,P
6,23,138,3.833,0.28300000000000003,0.8909999999999999,1.11,39,123,35,P
11,30,330,2.727,0.297,0.6,2.39,98,198,41,P
6,12,72,2.0,0.361,0.903,1.44,26,65,18,P
8,48,384,6.0,0.354,0.865,1.89,136,332,72,P
10,25,250,2.5,0.32,0.648,2.0,80,162,40,P
13,38,494,2.923,0.33399999999999996,0.937,3.93,165,463,42,P
7,19,133,2.714,0.263,0.662,1.35,35,88,26,P
1,25,25,25.0,1.0,1.0,25.0,25,25,1,P
9,33,297,3.667,0.34700000000000003,0.929,2.58,103,276,40,P
1,17,17,17.0,0.765,1.0,6.5,13,17,2,N
8,26,208,3.25,0.23600000000000002,0.779,1.26,49,162,39,P
9,20,180,2.222,0.55,0.7829999999999999,8.25,99,141,12,P
9,76,684,8.443999999999999,0.307,0.882,1.84,210,603,114,P
3,5,15,1.6669999999999998,0.5329999999999999,0.8,4.0,8,12,2,P
13,433,5629,33.308,0.375,0.605,4.82,2109,3404,438,P
7,48,336,6.857,0.298,0.613,1.67,100,206,60,P
2,99,198,49.5,0.253,0.616,4.55,50,122,11,N
8,5,40,0.625,0.375,0.95,2.14,15,38,7,P
12,44,528,3.667,0.294,0.742,2.31,155,392,67,P
6,16,96,2.667,0.354,1.0,1.48,34,96,23,P
1,14,14,14.0,1.0,1.0,14.0,14,14,1,N
7,14,98,2.0,0.36700000000000005,0.7859999999999999,1.57,36,77,23,P
11,261,2871,23.726999999999997,0.257,0.644,2.01,738,1849,368,P
6,11,66,1.8330000000000002,0.19699999999999998,0.848,1.3,13,56,10,P
10,26,260,2.6,0.35,0.8190000000000001,2.33,91,213,39,P
7,116,812,16.570999999999998,0.309,0.6759999999999999,2.2,251,549,114,P
8,10,80,1.25,0.425,0.925,2.13,34,74,16,P
8,108,864,13.5,0.196,0.6859999999999999,1.34,169,593,126,P
5,7,35,1.4,0.4,0.657,2.33,14,23,6,P
8,77,616,9.625,0.23199999999999998,0.731,1.47,143,450,97,P
28,32,896,1.143,0.501,0.7440000000000001,7.02,449,667,64,P
5,18,90,3.6,0.322,1.0,1.45,29,90,20,P
7,108,756,15.429,0.36200000000000004,0.807,2.11,274,610,130,P
4,4,16,1.0,0.5,0.5,8.0,8,8,1,P
10,303,3030,30.3,0.179,0.669,1.32,543,2028,410,P
8,73,584,9.125,0.433,0.875,2.75,253,511,92,P
9,102,918,11.333,0.214,0.708,1.3,196,650,151,P
9,161,1449,17.889,0.43200000000000005,0.93,2.87,626,1347,218,P
9,97,873,10.777999999999999,0.317,0.863,1.76,277,753,157,P
9,103,927,11.444,0.243,0.6629999999999999,1.42,225,615,159,P
12,73,876,6.082999999999999,0.259,0.743,2.1,227,651,108,P
5,22,110,4.4,0.536,0.909,2.19,59,100,27,P
132,547,72204,4.144,0.37,0.483,20.66,26693,34874,1292,N
5,14,70,2.8,0.44299999999999995,0.743,2.21,31,52,14,P
